seq_no,instn_code,instn_name,instn_srvc_type_cde,instn_srvc_type,instn_blk_hse_no,instn_street_name,instn_flr_no,instn_unit_no,instn_bldg_name,instn_pc,instn_ofc_no,instn_email,ap_user_name
201200000879,SS20154190,SENSE OPTICAL PTE LTD,OS,Optical Shop,305.0,WOODLANDS STREET 31,1.0,71.0,,730305,63681838.0,,
201200000878,SS20154191,SENSE OPTICAL PTE LTD,OS,Optical Shop,11.0,RIVERVALE CRESCENT,1.0,32.0,RIVERVALE MALL,545082,63881990.0,Terensng@gmail.com,
201200000877,PH01650,THOMSON MEDICAL CENTRE,PH,Pharmacy,339.0,THOMSON ROAD,,,THOMSON MEDICAL CENTRE,307677,62502222.0,,
201200000876,SS20154193,MORRISON OPTICAL (SINGAPORE) PTE LTD,OS,Optical Shop,101.0,UPPER CROSS STREET,1.0,,PEOPLE'S PARK CENTRE,58357,65351980.0,Terensng@gmail.com,
201200000875,SS20154194,MORRISON OPTICAL (SINGAPORE) PTE LTD,OS,Optical Shop,682.0,HOUGANG AVENUE 4,1.0,334.0,,530682,63866138.0,Terensng@gmail.com,
201200000874,SS20154195,MORRISON OPTICAL (HOLDINGS) PTE LTD,OS,Optical Shop,353.0,CLEMENTI  AVENUE 2,1.0,,,120353,68725220.0,,
201200000873,SS20154196,MORRISON OPTICAL (FAR EAST) PTE LTD,OS,Optical Shop,144.0,TECK WHYE LANE,1.0,217.0,,680144,64687501.0,Terensng@gmail.com,
201200000872,PT9632,SUMMER MONTESSORI,KN,Kindergarten,21.0,YUNG HO ROAD,1.0,4.0,THE AGAPE,618593,98808966.0,Danielobh@hotmail.com,
201200000871,ST0110,PCF SPARKLETOTS PRESCHOOL @ BUONA VISTA BLK 32 (CC),CC,Childcare Centre,32.0,HOLLAND CLOSE,1.0,134.0,,270032,67746348.0,Mui.Hui.Sarah.Chan@pcf.org.sg,
201200000868,PT8901,CAMBERLEY INTERNATIONAL PRE-SCHOOL PRIVATE LIMITED,CC,Childcare Centre,16.0,FLOWER ROAD,,,,549405,63835025.0,ENQUIRIES@CAMBERLEY-EDU.COM,
201400000660,9405576,CLINIC@COSTA,HC,Healthcare Institution,84.0,BAYSHORE ROAD,1.0,,COSTA DEL SOL,469994,62433638.0,cliniccosta@gmail.com,
201400000643,9405748,CHARISMILE DENTISTRY,HC,Healthcare Institution,10.0,ANSON ROAD,2.0,47.0,INTERNATIONAL PLAZA,79903,65572655.0,charismile@singnet.com.sg,
201300000319,9405313,I.DENTAL SURGEONS,HC,Healthcare Institution,168.0,ROBINSON ROAD,1.0,4.0,CAPITAL TOWER,68912,63232813.0,info@idental.com.sg,
201300000318,11C0037,INVISIBLE BRACES CLINIC,HC,Healthcare Institution,168.0,ROBINSON ROAD,9.0,4.0,CAPITAL TOWER,68912,63232813.0,80000000@bb.com,
201300000317,9405677,I.DENTAL @ YISHUN,HC,Healthcare Institution,1.0,NORTHPOINT DRIVE,,176.0,NORTHPOINT CITY,768019,67561868.0,np@idental.com.sg,
201300000315,9404856,TOOFDOCTOR DENTAL SURGEONS (SERANGOON CENTRAL),HC,Healthcare Institution,263.0,SERANGOON CENTRAL DRIVE,1.0,71.0,,550263,64875027.0,serangoon@toofdoctor.com.sg,
201300000314,9404009,TOOFDOCTOR DENTAL CENTRE,HC,Healthcare Institution,1.0,TRAS LINK,2.0,7.0,ORCHID HOTEL,78867,62211121.0,tanjongpagar@toofdoctor.com.sg,
201300000313,12C0136,TRINITY MEDICAL CLINIC,HC,Healthcare Institution,130.0,JURONG GATEWAY ROAD,2.0,,,600130,65607088.0,admin@trinitymedical.com.sg,
201300000312,PT8981,SUNFLOWER PRESCHOOL @ CLEMENTI PTE. LTD.,CC,Childcare Centre,431.0,CLEMENTI AVENUE 3,1.0,348.0,,120431,67782831.0,totsnkids@ymail.com,
201300000311,PT8980,WHIZKID PRESCHOOL CENTER PTE LTD,CC,Childcare Centre,89.0,MARINE PARADE CENTRAL,2.0,750.0,,440089,62477333.0,info@whizkid.com.sg,
201300000310,PT8979,LEARNING VISION @ WORK PTE. LTD.,CC,Childcare Centre,673.0,BUKIT TIMAH ROAD,,,THE CHINESE HIGH SCHOOL,269735,64679322.0,shinalu@learningvision.com,
201300000308,13C0171,W EYE CLINIC,HC,Healthcare Institution,3.0,TEMASEK BOULEVARD,1.0,,SUNTEC CITY MALL,38983,63379119.0,info@weyeclinic.sg,
201300000307,9400308,COMFORT CLINIC & SURGERY,HC,Healthcare Institution,214.0,SERANGOON AVE 4,1.0,100.0,,550214,62807271.0,comfortclinic@yahoo.com.sg,
201300000306,12C0180,DENTAL FOCUS HOUGANG GREEN CLINIC,HC,Healthcare Institution,21.0,HOUGANG STREET 51,1.0,34.0,HOUGANG GREEN SHOPPING MALL,538719,63860308.0,lkdshougang@gmail.com,
201300000305,12C0225,DENTAL FOCUS YISHUN CLINIC,HC,Healthcare Institution,236.0,YISHUN RING ROAD,1.0,1010.0,,760236,67521888.0,dentalunlimited.joe@gmail.com,
201300000304,9404481,PARKLANE MEDICAL CENTRE,HC,Healthcare Institution,35.0,SELEGIE ROAD,2.0,,PARKLANE SHOPPING MALL,188307,63346778.0,parkmc@singnet.com.sg,
201300000303,13C0091,TRINITY MEDICAL CENTRE (MARINE PARADE),HC,Healthcare Institution,87.0,MARINE PARADE CENTRAL,1.0,503.0,,440087,63440027.0,dockuok@gmail.com,
201300000302,13M0256,YISHUNONE FAMILY CLINIC,HC,Healthcare Institution,743.0,YISHUN AVENUE 5,1.0,534.0,,760743,67590950.0,admin@yishunonefamilyclinic.sg,
201300000301,9404630,TAN-TEOH CLINIC & SURGERY,HC,Healthcare Institution,101.0,TOWNER ROAD,1.0,212.0,,322101,62992292.0,tanteoh@singnet.com.sg,
201200000867,AT201588,WIDEX SINGAPORE PTE LTD,AT,Assistive Technology Device Providers,19.0,CANTONMENT ROAD,,,,89741,62228577.0,louistang@widex.com.sg,
201200000866,9403735,MH PLASTIC SURGERY,HC,Healthcare Institution,290.0,Orchard Road,12.0,1.0,Paragon,238859,68836966.0,yng@pachealthholdings.com,
201200000865,EP12083,DYNAMICS PSYCHOLOGICAL PRACTICE PTE LTD,EI,Early Intervention Programmes,896.0,DUNEARN ROAD,3.0,,SIME DARBY CENTRE,589472,61009235.0,ori@therapy.com.sg,
201200000863,PT8900,ACADEMY KIDZ INC PTE. LTD.,CC,Childcare Centre,,CHAI CHEE ROAD,1.0,1.0,TECHNOPARK @ CHAI CHEE,469004,97918811.0,akschoolsg@gmail.com,
201200000861,NT0533,MY FIRST SKOOL,CC,Childcare Centre,,JURONG WEST STREET 61,1.0,313.0,,643656,97874938.0,INFO@MYFIRSTSKOOL.COM,
201200000864,ST0109,PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 178 (CC),CC,Childcare Centre,178.0,BUKIT BATOK WEST AVENUE 8,1.0,217.0,,650178,66650148.0,Gek.Siang.Lim@pcf.org.sg,
201200000860,12C0255,KIDS DENTAL WORLD,HC,Healthcare Institution,38.0,IRRAWADDY ROAD,8.0,33.0,MOUNT ELIZABETH NOVENA SPECIALIS,329563,66843113.0,smile@kidsdentalworld.com.sg,
201200000858,EP10065,KIDS TESTING AND DYSLEXIA CENTRE,EI,Early Intervention Programmes,317.0,OUTRAM ROAD,2.0,79.0,CONCORDE SHOPPING CENTRE,169075,67329038.0,kidsdyslexia@singnet.com.sg,
201200000856,ST0108,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL COAST BLK 602 (CC),CC,Childcare Centre,602.0,PUNGGOL CENTRAL,1.0,1.0,MULTI STOREY CAR PARK,820602,65705645.0,Serene.LiewYM@pcf.org.sg,
201200000855,PT8898,SHAWS CDLC PRESCHOOL PTE. LTD.,CC,Childcare Centre,,CARMICHAEL ROAD,,,,359826,98396509.0,kit@shaws.com.sg,
201200000853,PT8896,SHAWS CDLC @ MOUNTBATTEN PTE. LTD.,CC,Childcare Centre,373.0,TANJONG KATONG ROAD,,,KATONG POST OFFICE,437130,97693319.0,geraldine@shaws.com.sg,
201200000852,12C0220,HEALTHWAY MEDICAL CLINIC,HC,Healthcare Institution,,PUNGGOL PLACE,1.0,874.0,,823273,66948581.0,chroniccare@healthwaymedical.com,
201200000851,9403734,LEONG CLINIC,HC,Healthcare Institution,,LENGKOK BAHRU,1.0,366.0,,152063,64760572.0,leongclinic@gmail.com,
201200000850,12C0213,NORTHEAST MEDICAL GROUP,HC,Healthcare Institution,25.0,GHIM MOH LINK,1.0,10.0,,270025,66943282.0,buona.vista@nemg.com.sg,
201400000627,9405639,CENTRE FOR EAR NOSE THROAT ALLERGY & SNORING,HC,Healthcare Institution,3.0,MOUNT ELIZABETH,16.0,11.0,MOUNT ELIZABETH MEDICAL CENTRE,228510,65860988.0,drpang@entdoctor.com.sg,
201400000618,14M0125,CENTRAL 24HR CLINIC (JURONG WEST),HC,Healthcare Institution,492.0,JURONG WEST STREET 41,1.0,54.0,,640492,65657484.0,CHIEWKAI@CENTRALCLINIC.COM.SG,
201300000300,9401617,TAN-TEOH CLINIC & SURGERY (ANG MO KIO BRANCH),HC,Healthcare Institution,302.0,ANG MO KIO AVE 3,1.0,1846.0,,560302,64520818.0,tanteoh3@singnet.com.sg,
201300000299,9401616,TAN-TEOH CLINIC & SURGERY,HC,Healthcare Institution,101.0,TOWNER RD,1.0,216.0,,322101,62992292.0,tanteoh@singnet.com.sg,
201300000298,9401340,PRIME MEDICAL GROUP PTE LTD,HC,Healthcare Institution,290.0,ORCHARD ROAD,9.0,,THE PARAGON,238859,67328096.0,primemed@singnet.com.sg,
201300000297,MCPHA1300046,GUARDIAN PHARMACY (TAKASHIMAYA S. C. ),PH,Pharmacy,391.0,ORCHARD ROAD,,,NGEE ANN CITY,238872,68367530.0,gtas@guardian.com.sg,
201300000296,9400920,LEE CLINIC,HC,Healthcare Institution,123.0,BEDOK NORTH ST 2,1.0,156.0,,460123,62418827.0,familee3@singnet.com.sg,
201300000295,13C0201,MYHEALTH MEDICAL CENTRE,HC,Healthcare Institution,501.0,WEST COAST DRIVE,1.0,256.0,,120501,68726920.0,admin@myhealthmedctr.sg,
201300000294,9400971,LIM CLINIC,HC,Healthcare Institution,446.0,ANG MO KIO AVE10,1.0,1663.0,,560446,64549172.0,drwilim@yahoo.com,
201300000293,9401113,MILLENNIUM MEDICAL GROUP,HC,Healthcare Institution,533.0,CHOA CHU KANG ST 51,1.0,33.0,,680533,67656685.0,tohbengchye@yahoo.com,
201300000292,SS20153894,20/20 VISION OPTOMETRISTS WOODLANDS PTE LTD,OS,Optical Shop,30.0,WOODLANDS AVENUE 2,1.0,33.0,WOODLANDS MRT STATION,738343,63662842.0,hydrogen_nph@hotmail.com,
201300000290,9403519,CHANG CLINIC & SURGERY,HC,Healthcare Institution,7.0,EVERTON PARK,1.0,21.0,,80007,62216955.0,changcss2@yahoo.com.sg,
201300000289,9405705,TOOTH MATTERS DENTAL SURGERY,HC,Healthcare Institution,231.0,BAIN STREET,2.0,95.0,BRAS BASAH COMPLEX,180231,63374618.0,alantic1999@gmail.com,
201300000288,SS20153898,TOKYO MEGANE PTE LTD,OS,Optical Shop,11.0,RIVERVALE CRESCENT,1.0,17.0,RIVERVALE MALL,545082,68755287.0,ricksonchew@yahoo.com,
201300000287,SS20153899,TOKYO MEGANE PTE LTD,OS,Optical Shop,1.0,PASIR RIS CENTRAL STREET 3,2.0,3.0,WHITE SANDS,518457,65817717.0,ricksonchew@yahoo.com,
201300000286,MCPH1300456,WATSON'S PERSONAL CARE STORES PTE LTD (UNITED SQUARE),PH,Pharmacy,101.0,THOMSON ROAD,,53.0,UNITED SQUARE,307591,62567427.0,018@str.watsons.com.sg,
201300000285,SS20153901,W OPTICS PTE LTD,OS,Optical Shop,3.0,TEMASEK BOULEVARD,1.0,,SUNTEC CITY,38983,67361303.0,suntec@woptics.sg,
201300000284,13C0142,SHENTON MEDICAL GROUP,HC,Healthcare Institution,30.0,WOODLANDS AVENUE 2,1.0,,WOODLANDS MRT STATION,738343,63639415.0,wlc@parkwayshenton.com,
201300000283,13C0026,SHENTON MEDICAL GROUP,HC,Healthcare Institution,90.0,BRAS BASAH ROAD,,2.0,ESPLANADE MRT STATION,189562,68870151.0,tes@parkwayshenton.com,
201300000282,EP10057,DYSLEXIA ASSOCIATION OF SINGAPORE (DAS),EI,Early Intervention Programmes,165.0,WOODLANDS STREET 13,1.0,567.0,,730165,65940331.0,info@das.org.sg,
201300000281,EP10058,DYSLEXIA ASSOCIATION OF SINGAPORE (DAS),EI,Early Intervention Programmes,163.0,TAMPINES STREET 12,1.0,257.0,,521163,65940331.0,info@das.org.sg,
201500000500,14H0182,SENGKANG GENERAL HOSPITAL,HC,Healthcare Institution,110.0,SENGKANG EAST WAY,,,,544886,69306000.0,RENNY.NOVIATY@SKH.COM.SG,
201500000501,PT9183,OUR JUNIORS GLOBAL SCHOOLHOUSE PTE. LTD.,CC,Childcare Centre,10.0,UBI CRESCENT,2.0,6.0,UBI TECHPARK,408564,67499909.0,ubi@ourjuniors.com.sg,
201500000502,SS20157874,Optique Zone,OS,Optical Shop,508.0,BISHAN STREET 11,1.0,388.0,,570508,,bishan@optiquezone.com,
201500000406,RC1770,WAT PATTHAR EDUCARE CENTRE,CC,Childcare Centre,664.0,WOODLANDS RING ROAD,1.0,206.0,,730664,63669561.0,WDL@WPBS.ORG.SG,
201500000407,PT9167,WHARTON EASTCOAST PTE. LTD.,CC,Childcare Centre,,UPPER EAST COAST ROAD,,,,466601,66363218.0,DHANNA@WHARTONPRESCHOOL.COM,
201500000409,PT9162,MULBERRY LEARNING CENTRE @ TOA PAYOH PTE. LTD.,CC,Childcare Centre,743.0,LORONG 5 TOA PAYOH,1.0,0.0,STORHUB,319457,90031454.0,cici@global-eduhub.com,
201500000410,PT9163,HAMILTON PRESCHOOL,CC,Childcare Centre,60.0,SENGKANG EAST WAY,,,,548596,64890060.0,sengkang@hamiltonpreschool.com.sg,
201500000411,PT9164,LECLARE PRESCHOOL PTE. LTD.,CC,Childcare Centre,100.0,BEACH ROAD,2.0,7.0,SHAW TOWERS,189702,69699479.0,info@leclare.edu.sg,
201500000413,15D0244,ADVANCED DENTAL CLINIC SERANGOON PTE LTD,HC,Healthcare Institution,254.0,SERANGOON CENTRAL DRIVE,1.0,213.0,,550254,62801011.0,,
201500000424,15D0241,CARING DENTAL PUNGGOL,HC,Healthcare Institution,,PUNGGOL DRIVE,1.0,2.0,,821665,64816833.0,caringpunggol@gmail.com,
2002000023,PT5900,AGAPE CHILD CARE(SK) PTE. LTD.,CC,Childcare Centre,,SENGKANG EAST WAY,1.0,655.0,,542325,63125541.0,sk325b@agapelittleuni.com,
2002000027,RC1510,PPIS CHILD DEVELOPMENT CENTRE - SEMBAWANG VISTA,CC,Childcare Centre,316.0,SEMBAWANG VISTA,1.0,191.0,,750316,92208673.0,noridah.omar@ppis.sg,
2002000014,RC1829,BARKER ROAD METHODIST CHURCH KINDERGARTEN,KN,Kindergarten,70.0,BARKER ROAD,1.0,1.0,METHODIST CHURCH IN SINGAPORE BU,309936,62558430.0,sharon_ngoi@brmck.edu.sg,
200200000015,RC1831,RAMAKRISHNA MISSION SARADA KINDERGARTEN,KN,Kindergarten,179.0,BARTLEY ROAD,,,,539784,96179950.0,principal@sarada.edu.sg,
200200000018,RC1797,GALILEE KINDERGARTEN,KN,Kindergarten,202.0,PANDAN GARDENS,,,GALILEE BIBLE PRESBYTERIAN CHURC,609338,96377846.0,richardng@galileebpchurch.org,
200200000016,RC1826,HOLY FAMILY KINDERGARTEN,KN,Kindergarten,6.0,CHAPEL ROAD,,,,429509,64404344.0,alee_holyfampc@pacific.net.sg,
200200000017,RC1852,BETHESDA KATONG KINDERGARTEN,KN,Kindergarten,2.0,LA SALLE STREET,,,,456929,64422622.0,leepin.wong@bfec.org.sg,
2002000004,NT0400,MY FIRST SKOOL,CC,Childcare Centre,331.0,SEMBAWANG CLOSE,1.0,361.0,,750331,66349989.0,info@myfirstskool.com,
2002000008,NT0410,MY FIRST SKOOL,CC,Childcare Centre,260.0,BUKIT BATOK EAST AVENUE 4,1.0,287.0,,650260,66349989.0,info@myfirstskool.com,
2002000005,PT5830,EMMANUEL CHILD EDUCARE,CC,Childcare Centre,29.0,JALAN MALU MALU,,,,769646,68528361.0,sallyong2000@gmail.com,
2002000010,WP0610,LEARNING VISION @ WORK PTE. LTD.,CC,Childcare Centre,5.0,ANG MO KIO ST 62,4.0,4.0,NCS HUB BLOCK C,569141,64811708.0,AnitaTeo@learningvision.com,
2002000003,PT5810,KINDERLAND PRESCHOOL,CC,Childcare Centre,3.0,PANDANVALLEY,2.0,316.0,,597627,64684776.0,kespv@kinderland.com.sg,
2001000582,SE201593,MINDS - TOWNER GARDENS SCHOOL,SE,Special Education,,LENGKONG LIMA,,,,417557,64462612.0,tgs@minds.org.sg,
2001000580,SE201590,MINDS - WOODLANDS GARDENS SCHOOL,SE,Special Education,30.0,WOODLANDS RING ROAD,1.0,1.0,,737883,64680566.0,wgs@minds.org.sg,
2001000578,SE201592,KATONG SCHOOL,SE,Special Education,900.0,NEW UPPER CHANGI ROAD,,,,467354,64458027.0,lim.chengliew@apsn.org.sg,
2001000550,YM0070,MY WORLD PRESCHOOL LTD.,CC,Childcare Centre,217.0,PETIR ROAD,1.0,385.0,,670217,67633763.0,ccbtp@myworld.org.sg,
2001000559,YW0020,YWCA BEDOK SOUTH CHILD DEVELOPMENT CENTRE,CC,Childcare Centre,24.0,NEW UPPER CHANGI ROAD,1.0,608.0,,461024,64480683.0,bedokcdc@ywca.org.sg,
2001000325,PT4700,SDM CHILDCARE CENTRE (JURONG EAST) PTE LTD,CC,Childcare Centre,10.0,TOH GUAN ROAD,6.0,3.0,,608838,96782490.0,james@columbia-academy.org,
2001000519,WP0060,KIDS' STAR CHILD DEVELOPMENT CENTRE (S) PTE LTD,CC,Childcare Centre,565.0,ANG MO KIO AVE 3,1.0,3431.0,,560565,64520231.0,kidsstar@singnet.com.sg,
2001000378,PT5300,ODYSSEY THE GLOBAL PRESCHOOL PTE LTD,CC,Childcare Centre,101.0,WILKINSON ROAD,,,,436559,63461820.0,MonicaWee@theodyssey.sg,
2001000526,WP0210,LEARNING VISION @ WORK PTE LTD,CC,Childcare Centre,94.0,NANYANG CRESCENT,,,,637034,86682530.0,YvonneTan@learningvision.com,
201500000442,15D0235,KONG DENTAL SURGERY,HC,Healthcare Institution,141.0,TECK WHYE LANE,1.0,251.0,,680141,62195898.0,singhuey@hotmail.com,
2001001168,PT5790,CARPE DIEM SCHOOLHOUSE PTE LTD,CC,Childcare Centre,,JALAN JURONG KECHIL,,,,598640,64680368.0,tyadmin@carpediem.com.sg,
2001001122,RC1872,CHEN LI KINDERGARTEN,KN,Kindergarten,76.0,GUILLEMARD ROAD,,,,399711,98575658.0,grow@chenli.edu.sg,
2001001125,RC1857,MARYMOUNT KINDERGARTEN,KN,Kindergarten,9.0,LORONG 8 TOA PAYOH,,,GOOD SHEPHERD PLACE,319253,62564440.0,pohcheng@goodshepherd.edu.sg,
2001001143,RC1839,PENTECOST METHODIST CHURCH KINDERGARTEN,KN,Kindergarten,4.0,PASIR RIS DRIVE 6,3.0,,PENTECOST METHODIST CHURCH,519420,65817728.0,pmckadmin@pmc.org.sg,
2001001140,PT9651,MAPLEBEAR GRACEFIELDS PTE LTD,KN,Kindergarten,1.0,ONE TREE HILL,,,,248668,97928972.0,reinalim@maplebear.sg,
2001000533,WP0290,LEARNING VISION @ WORK PTE LTD,CC,Childcare Centre,99.0,BUKIT TIMAH ROAD,1.0,5.0,ALFA CENTRE,229835,62922779.0,PuspalathaThiagarajan@learningvision.com,
2001000422,RC0440,KIDSVILLE CHILD CARE & DEVELOPMENT CENTRE,CC,Childcare Centre,201.0,YISHUN STREET 21,1.0,55.0,,760201,67556557.0,kidsvile@singnet.com.sg,
2001000310,PT4520,TOTS TOWN PRESCHOOL @ SEMBAWANG,CC,Childcare Centre,480.0,SEMBAWANG DRIVE,1.0,455.0,,750480,67532422.0,info@totstown.sg,
2001000556,YM0130,MY WORLD PRESCHOOL LTD.,CC,Childcare Centre,575.0,PASIR RIS STREET 53,1.0,6.0,,510575,65851260.0,ccpasir.ris@myworld.org.sg,
2001000553,YM0100,MY WORLD PRESCHOOL LTD.,CC,Childcare Centre,123.0,SIMEI STREET 1,1.0,402.0,,520123,67842674.0,ccsme@myworld.org.sg,
2001000514,SA0450,LITTLE SEEDS PRESCHOOL @ THE SALVATION ARMY,CC,Childcare Centre,247.0,BUKIT BATOK EAST AVENUE 5,1.0,86.0,,650247,65624976.0,stella@littleseeds.edu.sg,
2001000511,SA0150,LITTLE SEEDS PRESCHOOL @ THE SALVATION ARMY,CC,Childcare Centre,159.0,TAMPINES ST 12,1.0,95.0,,521159,67852976.0,liana@littleseeds.edu.sg,
2001000281,PT4200,HAPPY FAMILY PRESCHOOL PTE. LTD.,CC,Childcare Centre,45.0,JALAN SONGKET,,,,537416,63825401.0,happyfamilycc@hotmail.sg,
2001000400,PW0020,PCS GHIM MOH CENTRE,CC,Childcare Centre,5.0,GHIM MOH ROAD,1.0,238.0,,270005,64694830.0,ghimmoh@pcs.org.sg,
2001000403,PW0060,PCS HOUGANG CENTRE,CC,Childcare Centre,127.0,HOUGANG AVENUE 1,1.0,1494.0,,530127,62834674.0,hougang@pcs.org.sg,
2001000402,PW0050,PCS JURONG WEST CENTRE,CC,Childcare Centre,452.0,JURONG WEST STREET 42,1.0,170.0,,640452,65674642.0,jurongwest@pcs.org.sg,
2001000408,PW0120,PCS YISHUN CHILD CARE CENTRE,CC,Childcare Centre,411.0,YISHUN RING ROAD,1.0,1807.0,,760411,67557714.0,yishun@pcs.org.sg,
2001000564,YW0070,YWCA OUTRAM CHILD DEVELOPMENT CENTRE,CC,Childcare Centre,254.0,OUTRAM ROAD,,,,169051,62234556.0,outramcdc@ywca.org.sg,
2001000414,RC0090,LITTLE SEEDS PRESCHOOL,CC,Childcare Centre,511.0,JURONG WEST ST 52,1.0,80.0,,640511,65609711.0,standrews.kc@littleseeds.edu.sg,
2001000427,RC0500,LITTLE SEEDS @ NOAH'S ARK,CC,Childcare Centre,439.0,FAJAR ROAD,1.0,422.0,,670439,67632115.0,noahsark@littleseeds.edu.sg,
2001000433,RC0600,THE MORAL CHILDCARE CENTRE,CC,Childcare Centre,415.0,"BUKIT BATOK WEST, AVENUE 4",1.0,264.0,,650415,62279694.0,moralchildcare415@yahoo.com.sg,
2001000341,PT4910,MONTESSORI @ GRACELAND PTE LTD,CC,Childcare Centre,7.0,PHOENIX WALK,,,,668111,67620117.0,mmicck@modern-montessori.com,
2001001139,RC1832,TPBC KINDERGARTEN,KN,Kindergarten,20.0,LORONG AH SOO,2.0,,THE PEOPLE'S BIBLE CHURCH,536698,62830196.0,admin@tpbckindergarten.org,
2001001138,RC1859,KHALSA KINDERGARTEN,KN,Kindergarten,1.0,BEATTY ROAD,,,,209943,94571534.0,principal@khalsakindergarten.org.sg,
2001001135,RC1823,GLORY KINDERGARTEN,KN,Kindergarten,11.0,PEI WAH AVENUE,,,GLORY PRESBYTERIAN CHURCH,597611,91175846.0,jeffinechan@gmail.com,
2001001147,RC1841,METHODIST CHURCH OF THE INCARNATION KINDERGARTEN,KN,Kindergarten,31.0,TECK WHYE LANE,,,,688798,81280368.0,audreygohft@gmail.com,
2001001142,RC1876,MUHAMMADIYAH KINDERGARTEN,KN,Kindergarten,66.0,JALAN LAPANG,,,,419006,82004524.0,nadia@muhammadiyah.org.sg,
2001001119,PT9661,P&J KINDERGARTEN,KN,Kindergarten,35.0,WINDSOR PARK ROAD,,,WINDSOR PARK,574141,93667515.0,julie.pnj@gmail.com,
2001001120,PT9666,MFC KINDERGARTEN,KN,Kindergarten,11.0,BROADRICK ROAD,,,,439476,63450087.0,may.chan@montessori.edu.sg,
2001001121,RC1800,CANOSSIAN CONVENT KINDERGARTEN,KN,Kindergarten,100.0,JALAN MERBOK,,,CANOSSIAN MISSION,598454,64692201.0,cckg.generaloffice@gmail.com,
2001001124,RC1875,JURONG CALVARY KINDERGARTEN,KN,Kindergarten,1.0,TAO CHING ROAD,,,CALVARY BIBLE-PRESBYTERIAN CHURC,618720,97939894.0,koh.hweechoo@jck.edu.sg,
2001001126,RC1878,ST. PAUL'S CHURCH KINDERGARTEN,KN,Kindergarten,839.0,UPPER SERANGOON ROAD,,,,534682,84826628.0,principal@spck.edu.sg,
2001001161,RC1848,RIVERLIFE KINDEGARTEN,KN,Kindergarten,6.0,LOYANG BESAR CLOSE,,,,509026,65114167.0,oileng@riverlifekindergarten.org.sg,
2001001159,RC1894,HOPE COMMUNITY KINDERGARTEN TAMPINES,KN,Kindergarten,20.0,TAMPINES STREET 43,,,VICTORY FAMILY CENTRE,529151,90102133.0,selvamutt@vfc.org,
2001001151,RC1861,CHOA CHU KANG BIBLE CENTRE KINDERGARTEN,KN,Kindergarten,10.0,CHOA CHU KANG STREET 52,,,,689284,67637502.0,cckbck16@gmail.com,
2001001152,RC1807,KAY POH ROAD BAPTIST KINDERGARTEN,KN,Kindergarten,7.0,KAY POH ROAD,,,BUNGALOW,248963,94389949.0,kprbk@kprbc.org.sg,
2001001155,RC1868,BEDOK LUTHERAN CHURCH KINDERGARTEN,KN,Kindergarten,485.0,BEDOK SOUTH AVENUE 2,,,BEDOK LUTHERAN CHURCH,469315,64431621.0,blck1982@yahoo.com,
2001001123,RC1804,GOOD SHEPHERD CONVENT KINDERGARTEN,KN,Kindergarten,25.0,NALLUR ROAD,,,,456650,62411802.0,principal@gsckg.edu.sg,
2001001150,RC1849,BETHESDA (PASIR RIS) KINDERGARTEN,KN,Kindergarten,11.0,PASIR RIS DRIVE 2,,,BEDOK BETHESDA MISSION CHURCH,518458,96672627.0,junehannah@bpmc.com.sg,
2001000454,RC0830,JAMIYAH CHILD CARE CENTRE,CC,Childcare Centre,124.0,ANG MO KIO AVE 6,1.0,4055.0,,560124,64574458.0,jccc@jamiyah.org.sg,
2001000481,RC1140,YMCA CHILD DEVELOPMENT CENTRE,CC,Childcare Centre,171.0,WOODLANDS STREET 11,1.0,55.0,,730171,62694125.0,wlcdc@ymca.edu.sg,
2001000482,RC1150,MORIAH CHILD CARE AND DEVELOPMENT CENTRE,CC,Childcare Centre,31.0,SIMEI ROAD,,,,529974,67884436.0,moriahchildcare@singnet.com.sg,
2001000485,RC1180,PPIS CHILD DEVELOPMENT CENTRE - PASIR RIS 2,CC,Childcare Centre,187.0,PASIR RIS STREET 11,1.0,88.0,,510187,65820697.0,prc2@ppis.sg,
2001000489,RC1220,ST ANTHONY'S CHILD CARE CENTRE,CC,Childcare Centre,331.0,WOODLANDS AVE 1,1.0,421.0,,730331,63685058.0,st.ant.ccc@gmail.com,
2001000497,RC1310,HUI MING CHILD DEVELOPMENT CENTRE,CC,Childcare Centre,524.0,ANG MO KIO AVE 5,1.0,4132.0,,560524,64556288.0,huimincc@singnet.com.sg,
2001000503,RC1370,LITTLE BEEZ PLAYSKOOL,CC,Childcare Centre,,TAMPINES STREET 45,1.0,242.0,,527491,67839228.0,enquiry@little-beez.com,
2001000506,RC1400,LITTLE SEEDS PRESCHOOL,CC,Childcare Centre,727.0,TAMPINES STREET 71,1.0,11.0,,520727,67831912.0,kiddyark.kc@littleseeds.edu.sg,
2001000508,RC1420,NEW LIFE COMMUNITY SERVICES,CC,Childcare Centre,10.0,JELAPANG ROAD,,,,677740,68920179.0,enquiry.bpjcc@newlife.org.sg,
2001000509,RC1430,GLORY JOY CHILD DEVELOPMENT CENTRE,CC,Childcare Centre,,WELLINGTON CIRCLE,1.0,6.0,,752501,67587662.0,lian.chang@gloryjoycdc.com,
