"seq_no","instn_code","instn_name","instn_srvc_type_cde","instn_srvc_type","instn_blk_hse_no","instn_street_name","instn_flr_no","instn_unit_no","instn_bldg_name","instn_pc","instn_ofc_no","instn_email","ap_user_name"
"200700000359","12C0218","Q & M DENTAL SURGERY (HOUGANG CENTRAL) PTE LTD","HC","Healthcare Institution","810","HOUGANG CENTRAL","01","230/2","na","530810","63862663","QANDM@QANDM.COM.SG","na"
"200700000357","9404407","Q & M DENTAL SURGERY (CLEMENTI) PTE LTD","HC","Healthcare Institution","321","CLEMENTI AVENUE 3","02","02","321 CLEMENTI","129905","67782768","QANDM@QANDM.COM.SG","na"
"200700000356","9404893","Q & M DENTAL SURGERY (ELIAS MALL) PTE LTD","HC","Healthcare Institution","625","ELIAS ROAD","02","308","ELIAS MALL","510625","65848793","QANDM@QANDM.COM.SG","na"
"200700000355","9403228","Q & M DENTAL SURGERY (CLEMENTI CENTRAL) PTE LTD","HC","Healthcare Institution","450","CLEMENTI AVE 3","01","291","na","120450","68723633","QANDM@QANDM.COM.SG","na"
"200700000354","9403193","Q & M DENTAL SURGERY (BT TIMAH) PTE LTD","HC","Healthcare Institution","3A","CHEONG CHIN NAM ROAD","na","na","na","599728","64663393","QANDM@QANDM.COM.SG","na"
"200700000353","9402731","Q & M DENTAL SURGERY (BT PANJANG) PTE LTD","HC","Healthcare Institution","257","BANGKIT RD","01","47","na","670257","67663363","QANDM@QANDM.COM.SG","na"
"200700000352","9403025","Q & M DENTAL SURGERY (YISHUN CENTRAL) PTE LTD","HC","Healthcare Institution","743","YISHUN AVENUE 5","01","540","na","760743","68516789","QANDM@QANDM.COM.SG","na"
"200700000351","9403431","Q & M DENTAL SURGERY (SEMBAWANG MRT) PTE LTD","HC","Healthcare Institution","11","CANBERRA RD","02","01","SEMBAWANG MRT STATION","759775","67523093","QANDM@QANDM.COM.SG","na"
"2006000088","PT8414","LITTLE FOOTPRINTS SCHOOLHOUSE (YISHUN) PTE. LTD.","CC","Childcare Centre","701A","YISHUN AVENUE 5","02","04","na","761701","67523052","zahara.farouk@littlefootprints.com.sg","na"
"2006000086","PT8412","LITTLE GREENHOUSE @ BUKIT BATOK PTE LTD","CC","Childcare Centre","373","BUKIT BATOK STREET 31","03","244","na","650373","90031454","cici@global-eduhub.com","na"
"2006000083","PT8406","KIDDIWINKIE SCHOOLHOUSE @ UPPER BUKIT TIMAH","CC","Childcare Centre","10/12","LORONG PISANG BATU","na","na","HOOVER PARK","597925","64632155","monica.koh@kiddiwinkie.com.sg","na"
"200600000070","PT8405","AGAPE LITTLE UNI. PTE. LTD.","CC","Childcare Centre","401","COMMONWEALTH DRIVE","02","01","HAW PAR TECHNOCENTRE","149598","64797001","hawpar@agapelittleuni.com","na"
"200400000037","RC1530","IYAD PERDAUS CHILD DEVELOPMENT CENTRE","CC","Childcare Centre","418","CHOA CHU KANG AVE 4","01","290","na","680418","65132307","maslinah@perdaus.org.sg","na"
"200400000035","PT7250","JUST KIDS LEARNING PLACE PTE LTD","CC","Childcare Centre","159","BUKIT BATOK STREET 11","01","180","na","650159","65690159","bb@justkids.com.sg","na"
"200400000034","RC1842","KAMPONG KAPOR METHODIST CHURCH KINDERGARTEN","KN","Kindergarten","1","KAMPONG KAPOR ROAD","na","na","KAMPONG KAPOR METHODIST CHURCH","208673","97100138","kkmckindy@gmail.com","na"
"200400000030","PT9669","MODERN MONTESSORI KINDERGARTEN","KN","Kindergarten","12","KEE SUN AVENUE","na","na","na","457037","96625146","keesun@modern-montessori.com","na"
"200400000029","RC1833","SHALOM KINDERGARTEN","KN","Kindergarten","4","LOYANG BESAR CLOSE","01","na","SHALOM BIBLE PRESBYTERIAN CHURCH","509025","96986071","principal@shalomkindergarten.com","na"
"200400000024","RC1824","THE ASCENSION KINDERGARTEN","KN","Kindergarten","11","11 FRANCIS THOMAS DRIVE","na","na","ASCENSION KINDERGARTEN","359338","98007269","clarissa@akg.edu.sg","na"
"200400000023","RC1796","FAITH KINDERGARTEN","KN","Kindergarten","400","COMMONWEALTH DRIVE","na","na","FAITH METHODIST CHURCH","149604","97976934","paulinechia@faithkindy.edu.sg","na"
"200400000021","RC1802","DARUL MAKMUR MOSQUE KINDERGARTEN","KN","Kindergarten","950","YISHUN AVENUE 2","na","na","MASJID DARUL MAKMUR","769099","68528367","shahren@darulmakmur.mosque.org.sg","na"
"2004000018","PT7210","SUPERLAND MONTESSORI PRE-SCHOOL","CC","Childcare Centre","568","GANGES AVENUE","02","102","na","160568","62785886","superland@pacific.net.sg","na"
"200400000017","NT0460","MY FIRST SKOOL","CC","Childcare Centre","170","HOUGANG AVENUE 1","01","1481","na","530170","66349989","info@myfirstskool.com","na"
"2008000154","PT8566","SHEFFIELD KIDSWORLD (SK) PTE. LTD.","CC","Childcare Centre","131","RIVERVALE STREET","01","868","na","540131","63843203","skw@sheffieldkidsworld.com","na"
"2008000144","9405507","888 PLAZA FAMILY CLINIC","HC","Healthcare Institution","888","WOODLANDS DRIVE 50","01","739","888 PLAZA","730888","63688762","na","na"
"2008000141","9400960","ONELIFE FAMILY CLINIC","HC","Healthcare Institution","534","CHOA CHU KANG ST 51","01","41","na","680534","67600782","lifelinecck@yahoo.com.sg","na"
"2008000140","9405231","CORPORATE DENTAL CLINIC","HC","Healthcare Institution","38","HAIG ROAD","na","na","na","438741","67477919","na","na"
"2008000137","9403463","NORTHEAST MEDICAL GROUP","HC","Healthcare Institution","5","SENGKANG SQUARE","01","05","na","545062","68755911","drlimks@yahoo.com","na"
"2008000134","9402740","BABY N' KIDS SPECIALIST CLINIC","HC","Healthcare Institution","458","UPPER BUKIT TIMAH ROAD","na","na","THE RAIL MALL","678073","67676383","na","na"
"2008000133","9402574","TAMPINES 24-HR FAMILY CLINIC","HC","Healthcare Institution","201D","TAMPINES ST 21","01","1151","na","524201","67867228","punggol_aw@hotmail.com","na"
"2008000132","9402662","338 FAMILY CLINIC","HC","Healthcare Institution","338","ANG MO KIO AVE 1","01","1615","na","560338","64549408","na","na"
"200700000329","9404896","Q & M DENTAL SURGERY (REDHILL MRT) PTE LTD","HC","Healthcare Institution","920","TIONG BAHRU ROAD","01","10","REDHILL MRT STATION","158792","62724858","QANDM@QANDM.COM.SG","na"
"200700000328","9404303","Q & M DENTAL SURGERY (MARSILING) PTE LTD","HC","Healthcare Institution","304","WOODLANDS STREET 31","01","121/1","na","730304","63656500","QANDM@QANDM.COM.SG","na"
"200700000332","9403158","Q & M DENTAL SURGERY (TIONG BAHRU) PTE LTD","HC","Healthcare Institution","18","JLN MEMBINA","02","02","na","164018","62708168","QANDM@QANDM.COM.SG","na"
"200700000337","9403318","Q & M DENTAL SURGERY (TOA PAYOH CENTRAL) PTE LTD","HC","Healthcare Institution","177","TOA PAYOH CENTRAL","01","150","na","310177","62563633","QANDM@QANDM.COM.SG","na"
"200700000338","9404897","Q & M DENTAL SURGERY (SERANGOON) PTE LTD","HC","Healthcare Institution","261","SERANGOON CENTRAL DRIVE","01","29","na","550261","63430398","QANDM@QANDM.COM.SG","na"
"200700000340","9403583","Q & M DENTAL SURGERY (ANG MO KIO CENTRAL) PTE LTD","HC","Healthcare Institution","51","ANG MO KIO AVE 3","01","01","51@AMK","569922","65543363","QANDM@QANDM.COM.SG","na"
"200700000341","9404895","Q & M DENTAL SURGERY (HOUGANG MALL) PTE LTD","HC","Healthcare Institution","90","HOUGANG AVENUE 10","04","07","HOUGANG MALL","538766","62825500","QANDM@QANDM.COM.SG","na"
"200700000361","9403157","Q & M DENTAL SURGERY (JELAPANG) PTE LTD","HC","Healthcare Institution","524A","JELAPANG ROAD","02","15","GREENRIDGE SHOPPING CENTRE","671524","68912668","QANDM@QANDM.COM.SG","na"
"200700000343","9402627","Q & M DENTAL CENTRE (JURONG EAST CENTRAL)","HC","Healthcare Institution","50","JURONG GATEWAY ROAD","03","24","JEM","608549","64250398","QANDM@QANDM.COM.SG","na"
"200700000345","9403074","Q & M DENTAL SURGERY (KHATIB) PTE LTD","HC","Healthcare Institution","846","YISHUN RING RD","01","3613","na","760846","68523363","QANDM@QANDM.COM.SG","na"
"200700000346","9403479","Q & M DENTAL SURGERY (OLD AIRPORT RD) PTE LTD","HC","Healthcare Institution","39","JLN TIGA","01","03","na","390039","64479033","QANDM@QANDM.COM.SG","na"
"200700000335","9402772","Q & M DENTAL SURGERY (SERANGOON CENTRAL) PTE LTD","HC","Healthcare Institution","264","SERANGOON CENTRAL","01","235","na","550264","63831763","QANDM@QANDM.COM.SG","na"
"200700000344","9404943","Q & M DENTAL SURGERY (KALLANG MRT) PTE LTD","HC","Healthcare Institution","5","SIMS AVENUE","01","02","KALLANG MRT STATION","387405","65471833","QANDM@QANDM.COM.SG","na"
"200700000347","9403378","Q & M DENTAL SURGERY (PASIR RIS) PTE LTD","HC","Healthcare Institution","1","PASIR RIS CENTRAL ST 3","05","08/09","WHITE SANDS","518457","65830298","QANDM@QANDM.COM.SG","na"
"200700000348","9402022","Q & M DENTAL SURGERY (BT BATOK) PTE LTD","HC","Healthcare Institution","151","BT BATOK ST 11","01","252","na","650151","66654233","QANDM@QANDM.COM.SG","na"
"200700000349","9403602","Q & M DENTAL SURGERY (ADMIRALTY) PTE LTD","HC","Healthcare Institution","717","WOODLANDS DRIVE 70","01","114","na","730717","63653903","QANDM@QANDM.COM.SG","na"
"200600000069","PT9605","ZULFA KINDERGARTEN @ SEMBAWANG MART PTE LTD","KN","Kindergarten","511","CANBERRA ROAD","02","01","SEMBAWANG MART","750511","67583739","admin_sm@zulfa.edu.sg","na"
"200600000068","RC1813","AL-MUTTAQIN MOSQUE KINDERGARTEN","KN","Kindergarten","5140","ANG MO KIO AVENUE 6","na","na","MASJID AL-MUTTAQIN","569844","64547472","nur_ahirah@almuttaqin.mosque.org.sg","na"
"200600000064","PT8399","AAYTOZEE @ HILLVIEW PTE LTD","CC","Childcare Centre","2","JALAN DERMAWAN","na","na","na","668947","67655522","lawrence.goh@aaytozee.com","na"
"200600000063","EP06033","BRAIN TRAIN PTE LTD","EI","Early Intervention Programmes","91","TANGLIN PLACE","04","01","TANGLIN PLACE","247918","67389319","ailsa@braintrain.com.sg","na"
"200600000058","K1680","WHITE LODGE KINDERGARTEN","KN","Kindergarten","39","LINDEN DRIVE","na","na","na","288712","64688846","wlelc@singnet.com.sg","na"
"200600000057","PT9590","WHITE LODGE WEST COAST PTE LTD","KN","Kindergarten","9","SOUTH BUONA VISTA ROAD","na","na","na","118141","67798465","wc@whitelodge.edu.sg","na"
"200600000056","EP06029","SINGAPORE GENERAL HOSPITAL","EI","Early Intervention Programmes","4","OUTRAM ROAD","na","na","LEVEL 1 BUSINESS OFFICE","169608","63266874","na","na"
"200600000055","EP05025","COLLEGE OF ALLIED EDUCATORS PTE LTD","EI","Early Intervention Programmes","15","PHILLIP STREET","06","00","TAN EAN KIAM BUILDING","048694","65332763","na","na"
"200600000054","EP10055","DYSLEXIA ASSOCIATION OF SINGAPORE (DAS)","EI","Early Intervention Programmes","9","BISHAN PLACE","06","03","na","579837","65940331","info@das.org.sg","na"
"200600000053","RC1869","BETHESDA (BEDOK-TAMPINES) KINDERGARTEN","KN","Kindergarten","300","BEDOK NORTH AVENUE 3","B1","na","BETHESDA BEDOK/TAMPINES CHURCH","469717","66450740","chelstan@bbtk.com.sg","na"
"2006000051","EP06031","WEE CARE (SINGAPORE) PTE LTD","EI","Early Intervention Programmes","56","TANGLIN ROAD","02","03","TANGLIN POST OFFICE","247964","68361450","enquiries@weecare.com.sg","na"
"2006000047","PT8393","RAINBOW COVE EDUCATIONAL SERVICES PTE. LTD.","CC","Childcare Centre","319","UPPER EAST COAST ROAD","na","na","SPRING PARK ESTATE","466451","62412833","nina.rainbowcove@gmail.com","na"
"200400000014","PT9662","JHS MONTESSORI KINDERGARTEN","KN","Kindergarten","491B","RIVER VALLEY ROAD","02","01","VALLEY POINT OFFICE TOWER","248373","81895355","nicolelit71@gmail.com","na"
"200400000012","RC1819","AL-ISTIQAMAH MOSQUE KINDERGARTEN","KN","Kindergarten","2","SERANGOON NORTH AVENUE 2","na","na","MASJID AL-ISTIQAMAH","555876","62819379","shalwana@alistiqamah.mosque.org.sg","na"
"2004000011","KG1224","IMAN KINDERGARTEN (TAMPINES)","KN","Kindergarten","136","TAMPINES STREET 11","01","156","na","521136","67884911","zabedah@iman.edu.sg","na"
"2004000004","PT7180","RAINBOW CHILDCARE PTE LTD","CC","Childcare Centre","221","BOON LAY PLACE","03","100","BOON LAY SHOPPING CENTRE","640221","62658980","rainbowchildcare@gmail.com","na"
"2004000005","PT7190","HAPPY TOWN CHILD CARE CENTRE","CC","Childcare Centre","1205","UPPER BOON KENG ROAD","na","na","GEYLANG WEST COMMUNITY CLUB","387311","67487343","kl-kohlili@sunflowerkid.com","na"
"2004000007","RC1590","LITTLE DOLPHINS PLAYSKOOL","CC","Childcare Centre","276","CHOA CHU KANG AVE 2","01","309","na","680276","96183944","dolphins@singnet.com.sg","na"
"200300000164","PT9653","THE MONTESSORI PLAYROOM KINDERGARTEN","KN","Kindergarten","806","HOUGANG CENTRAL","04","144","na","530806","93366806","jake@montessori-playroom.com","na"
"200300000162","RC1812","AL-KHAIR MOSQUE KINDERGARTEN","KN","Kindergarten","1","TECK WHYE CRESCENT","na","na","MASJID AL-KHAIR","688847","66310146","rukiahS@alkhair.mosque.org.sg","na"
"200300000161","RC1830","ST. FRANCIS OF ASSISI KINDERGARTEN (JURONG WEST)","KN","Kindergarten","47","JURONG WEST STREET 42","na","na","ST. FRANCIS OF ASSISI KINDERGART","649368","98411264","sfakgjw@gmail.com","na"
"200300000160","PT9646","LITTLE LEADER KINDERGARTEN","KN","Kindergarten","102","YISHUN AVENUE 5","04","115","na","760102","90299488","adeline3l@yahoo.com.sg","na"
"2003000158","RC1834","TOA PAYOH METHODIST CHURCH KINDERGARTEN","KN","Kindergarten","480","LORONG 2 TOA PAYOH","02","17","TOA PAYOH METHODIST CHURCH","319641","94354137","principal@tpmckindergarten.edu.sg","na"
"2008000130","9403452","CHUA & PARTNERS FAMILY CLINIC","HC","Healthcare Institution","18","JALAN MEMBINA","02","05","na","164018","62719004","corporatehealth@singnet.com","na"
"2008000128","9403719","HEALTHMARK PIONEER MALL CLINIC","HC","Healthcare Institution","638","JURONG WEST STREET 61","02","08","PIONEER MALL","640638","68613100","healthmark@gmail.com","na"
"2008000127","RC1719","KIDZ MEADOW CHILDCARE & DEVELOPMENT CENTRE","CC","Childcare Centre","979C","BUANGKOK CRESCENT","01","105","na","533979","64898670","BUANGKOK.CHC@MERCULEARNING.COM","na"
"2008000126","PT8557","THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD","CC","Childcare Centre","36","NAMLY CRESCENT","na","na","SHAMROCK PARK","267551","64627287","maggielee@littleskoolhouse.com","na"
"2008000122","NT0474","MY FIRST SKOOL","CC","Childcare Centre","347","WOODLANDS AVENUE 3","01","109","na","730347","66349989","info@myfirstskool.com","na"
"2008000121","9400049","ANNE'S BABY AND CHILD CLINIC","HC","Healthcare Institution","214","JURONG EAST STREET 21","01","433","na","600214","65667216","annechongsuyan@gmail.com","na"
"2008000120","9403409","KINDER CLINIC PTE LTD","HC","Healthcare Institution","80","MARINE PARADE RD","05","10/11","PARKWAY PARADE","449269","63424821","na","na"
"2008000119","9403476","KINDER CLINIC PTE LTD","HC","Healthcare Institution","290","ORCHARD ROAD","07","02/03","PARAGON","238859","67324718","na","na"
"2008000118","9405061","KINDER CLINIC PTE LTD","HC","Healthcare Institution","6","NAPIER ROAD","09","01","GLENEAGLES MEDICAL CENTRE","258499","64726018","na","na"
"2008000117","9403394","KINDER CLINIC PTE LTD","HC","Healthcare Institution","2","PANDAN VALLEY","01","212","ACACIA COURT","597626","64653050","na","na"
"2008000116","9404971","KINDER CLINIC PTE LTD","HC","Healthcare Institution","319","JOO CHIAT PLACE","03","04","PARKWAY EAST MEDICAL CENTRE","427989","64467100","na","na"
"2008000115","9403393","KINDER CLINIC PTE LTD","HC","Healthcare Institution","820","THOMSON ROAD","06","03/04","MOUNT ALVERNIA MEDICAL CENTRE BL","574623","64785925","na","na"
"2008000114","9400520","FAMILY HEALTH MEDICAL CENTRE","HC","Healthcare Institution","226G","ANG MO KIO AVE 1","01","681","na","567226","64541980","vidachou@gmail.com","na"
"2008000113","9403133","ADMIRALTY FAMILY CLINIC PTE LTD","HC","Healthcare Institution","678A","WOODLANDS AVE 6","01","14","na","731678","68942717","PUNGGOL_AW@HOTMAIL.COM","na"
"2008000111","PT8552","KEY ELEMENTARY EDUHOUSE PTE LTD","CC","Childcare Centre","262","BOON LAY DRIVE","01","559","na","640262","67936686","general@keehouse.com","na"
"200700000325","9402456","Q & M DENTAL SURGERY (TOA PAYOH) PTE LTD","HC","Healthcare Institution","190","TOA PAYOH LOR 6","01","590","na","310190","63566789","QANDM@QANDM.COM.SG","na"
"200700000322","9403880","Q & M DENTAL SURGERY (SERANGOON NORTH) PTE LTD","HC","Healthcare Institution","153","SERANGOON NORTH AVENUE 1","01","536","na","550153","62828597","QANDM@QANDM.COM.SG","na"
"200700000318","9403696","DENTAL CARE@FAJAR PTE LTD","HC","Healthcare Institution","445","FAJAR ROAD","02","522","FAJAR SHOPPING CENTRE","670445","67622955","bruce@smileworks.com.sg","na"
"200700000320","9403077","SMILEWORKS PTE LTD","HC","Healthcare Institution","290","ORCHARD RD","11","11/12","PARAGON","238859","62389318","BRUCE@SMILEWORKS.COM.SG","na"
"200700000319","9401287","PARIQUA CLINIC","HC","Healthcare Institution","47","BENDEMEER ROAD","01","1463","na","330047","62921351","judychens@doctor.com","na"
"200700000316","0800000","INSTITUTE OF MENTAL HEALTH / WOODBRIDGE HOSPITAL","HC","Healthcare Institution","10","BUANGKOK VIEW","na","na","INSTITUTE OF MENTAL HEALTH","539747","63892000","bee_lan_ng@imh.com.sg","na"
"200700000317","9404326","CHRIS DENTAL SURGEON","HC","Healthcare Institution","61","STAMFORD ROAD","01","04","STAMFORD COURT","178892","63333345","WOWSS2002@YAHOO.COM","na"
"200700000312","9401711","THE MEDICAL CENTRE CLINIC (HONG LEONG)","HC","Healthcare Institution","16","RAFFLES QUAY","B1","15","HONG LEONG BUILDING","048581","62207585","drwfkwok@yahoo.com","na"
"200700000314","9401067","MEDICA CLINIC","HC","Healthcare Institution","681","HOUGANG AVE 8","01","837","na","530681","63862187","na","na"
"200700000313","9405427","SBCC BABY & CHILD CLINIC","HC","Healthcare Institution","6","NAPIER RD","09","05","GLENEAGLES MEDICAL CENTRE","258499","62356706","sbcc.gmc@sbcc.sg","na"
"200700000311","9401556","STREET 21 CLINIC TAMPINES PTE. LTD.","HC","Healthcare Institution","201B","TAMPINES ST 21","02","1097","na","522201","67857888","na","na"
"2007000302","9404271","THE KIDS DENTIST","HC","Healthcare Institution","1","ORCHARD BOULEVARD","13","06","CAMDEN MEDICAL CENTRE","248649","62357279","linda@thekidsdentist.com.sg","na"
"200700000299","9402741","C & K FAMILY CLINIC PTE LTD","HC","Healthcare Institution","108","UPPER EAST COAST ROAD","na","na","na","455297","62429588","TLCDOC@PACIFIC.NET.SG","na"
"200600000043","EP05003","CEREBRAL PALSY ALLIANCE SINGAPORE (CPAS)","EI","Early Intervention Programmes","65","PASIR RIS DRIVE 1","04","00","na","519529","65855647","eipic-scas@yahoo.com.sg","na"
"200600000040","PT9693","AGAPE MONTESSORI HOUSE KINDERGARTEN","KN","Kindergarten","11","THOMSON HILLS DRIVE","na","na","THOMSON HILLS ESTATE","574756","97879829","agape_montessori@yahoo.com.sg","na"
"200600000039","PT9687","SUNSHINE KINDERGARTEN","KN","Kindergarten","70","NAMLY PLACE","na","na","SHAMROCK PARK","267217","84283711","sunshinek.office@gmail.com","na"
"2006000038","EP06030","Fei Yue Early Intervention Centre for Children","EI","Early Intervention Programmes","101","JURONG EAST STREET 13","01","188","na","600101","65656260","ADMIN@FYCS.ORG","na"
"200600000034","PT8388","PAT'S SCHOOLHOUSE PTE. LTD.","CC","Childcare Centre","26","STILL ROAD SOUTH","na","na","na","423935","63480955","katong@patschoolhouse.com","na"
"2006000031","PT9676","NANYANG CHILDREN SCHOOL","KN","Kindergarten","78B","TELOK BLANGAH STREET 32","02","17","NA","102078","62745528","NANYANGCHILDRENSKOOL@YAHOO.COM.SG","na"
"2006000027","PT8384","SHAWS CDLC @ MOUNTBATTEN PTE LTD","CC","Childcare Centre","855","MOUNTBATTEN ROAD","na","na","na","437839","64409192","yvonne@shaws.com.sg","na"
"2006000022","PT8379","RAFFLES HOUSE PRESCHOOL (ROBIN CLOSE)","CC","Childcare Centre","15","ROBIN CLOSE","na","na","na","258297","68367959","ISABEL@RAFFLESHOUSE.COM","na"
"200900000281","9404513","G CHEE EAR NOSE THROAT SINUS & DIZZINESS CENTRE","HC","Healthcare Institution","3","MOUNT ELIZABETH","12","06","MOUNT ELIZABETH MEDICAL CENTRE","228510","67377227","gchee@gcheeent.com","na"
"200900000280","9403800","LIFELINE BUKIT PANJANG MEDICAL CLINIC","HC","Healthcare Institution","103","GANGSA ROAD","01","37","na","670103","67605788","twentysevendulces@gmail.com","na"
"200900000278","9400632","H S LEE CLINIC & SURGERY","HC","Healthcare Institution","173","YISHUN AVE 7","01","823","na","760173","67550630","hsclinic@singnet.com.sg","na"
"200900000277","9400074","ATRIA-CITY DENTAL GROUP PTE LTD","HC","Healthcare Institution","391-B","ORCHARD ROAD","08","08","NGEE ANN CITY TOWER B","238874","67372777","atriacity@yahoo.com.sg","na"
"200900000276","9404831","ASPEN CLINIC","HC","Healthcare Institution","283","BISHAN STREET 22","01","185","na","570283","64553829","wkc@aspenclinic.com.sg","na"
"200900000273","PT8623","THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD","CC","Childcare Centre","229","MOUNTBATTEN ROAD","02","18","MOUNTBATTEN SQUARE","398007","65098421","eunicetong@littleskoolhouse.com","na"
"200900000271","9405739","JUBILEE FAMILY PHYSICIANS","HC","Healthcare Institution","258","PASIR RIS ST 21","02","16","na","510258","65821883","na","na"
"200900000270","9402549","OUR FAMILY PHYSICIAN CLINIC & SURGERY","HC","Healthcare Institution","829","TAMPINES ST 81","01","292","na","520829","67850147","alvinangck@hotmail.com","na"
"200900000269","9405180","NORTHEAST MEDICAL GROUP","HC","Healthcare Institution","20","TAMPINES CENTRAL 1","01","25","TAMPINES MRT STATION","529538","67867848","gohtzechien@yahoo.com","na"
"200900000268","PT8622","YUQUAN PRESCHOOL @GUILLEMARD","CC","Childcare Centre","231","MOUNTBATTEN ROAD","01","02","MOUNTBATTEN CENTRE BLK G","397999","67890700","yuquan@yuquan.com.sg","na"
"200900000267","9405125","HK FAMILY CLINIC & SURGERY PTE LTD","HC","Healthcare Institution","410","ANG MO KIO AVE 10","01","817","na","560410","65528757","hkfamilyclinic@yahoo.com.sg","na"
"200900000266","9403532","HL CLINIC PTE LTD","HC","Healthcare Institution","9","TELOK BLANGAH CRESCENT","01","135","na","090009","62721986","hl_clinic@yahoo.com.sg","na"
"200900000265","9404918","HL FAMILY CLINIC & SURGERY(BEDOK) PTE LTD","HC","Healthcare Institution","89","BEDOK NORTH STREET 4","01","83","na","460089","64420494","maxxedout_rc@yahoo.com","na"
"200900000264","RC1871","CENTRE OF NEW LIFE KINDERGARTEN","KN","Kindergarten","5","JURONG WEST STREET 74","04","na","CENTRE OF NEW LIFE","649151","67943671","kindergarten@cnl.org.sg","na"
"2008000112","PT8553","AGAPE LITTLE UNI (KALLANG) PTE. LTD.","CC","Childcare Centre","5","UPPER BOON KENG ROAD","02","20","MULTI STOREY CAR PARK","380005","68489230","kallang@agapelittleuni.com","na"
"2008000108","9404865","KILLINEY DENTAL CENTRE PTE LTD","HC","Healthcare Institution","91","KILLINEY ROAD","na","na","na","239535","62351638","na","na"
"2008000107","9404951","Q & M DENTAL SURGERY (GOMBAK MRT) PTE LTD","HC","Healthcare Institution","802","BUKIT BATOK WEST AVENUE 5","01","09","BUKIT GOMBAK MRT STATION","659083","65621161","QANDM@QANDM.COM.SG","na"
"2008000103","9403754","PUNGGOL FAMILY CLINIC PTE. LTD.","HC","Healthcare Institution","322","SUMANG WALK","01","03","MULTI STOREY CAR PARK","820322","63439989","PUNGGOL_AW@HOTMAIL.COM","na"
"2008000102","9400908","LAVENDER MEDICAL CLINIC & SURGERY PTE LTD","HC","Healthcare Institution","803","KING GEORGE'S AVENUE","01","186","na","200803","62916631","na","na"
"2008000101","9402641","MATERNITY & GYNAECOLOGICAL CLINIC","HC","Healthcare Institution","820","THOMSON ROAD","06","53","MOUNT ALVERNIA HOSPITAL MEDICAL","574623","65358833","na","na"
"2008000097","9403569","BUKIT PANJANG FAMILY CLINIC","HC","Healthcare Institution","524A","JELAPANG ROAD","02","13","GREENRIDGE SHOPPING CENTRE","671524","67636838","bpfamilyclinic@yahoo.com.sg","na"
"2008000096","9401165","NEPTUNE DENTAL GROUP - TAMPINES","HC","Healthcare Institution","357","TAMPINES ST 33","01","610","na","520357","67899339","toleshop@singnet.com.sg","na"
"2008000095","PT9719","AL-AMIN PRESCHOOL (PASIR RIS)","KN","Kindergarten","570","PASIR RIS STREET 53","01","64","na","510570","96712470","Info@alamin.edu.sg","na"
"2008000086","9403593","DR YVONNE'S CLINIC FOR CHILDREN & BABIES, PAEDIATRIC RHEUMATOLOGY, IMMUNOLOGY & ALLERGY","HC","Healthcare Institution","41","SUNSET WAY","01","07","CLEMENTI ARCADE","597071","64635001","achs@pacific.net.sg","na"
"2008000085","9404665","HEALTHMARK CLINIC (PASIR RIS)","HC","Healthcare Institution","735","PASIR RIS STREET 72","01","314","PASIR RIS WEST PLAZA","510735","65827823","andrewwonghw@yahoo.com.sg","na"
"200700000300","9400958","LIFECARE FAMILY CLINIC & SURGERY","HC","Healthcare Institution","106","HOUGANG AVE 1","01","1221","na","530106","62822482","evemas@singnet.com.sg","na"
"200700000295","9402663","CASHEW MEDICAL & SURGERY","HC","Healthcare Institution","445","FAJAR RD","02","522","FAJAR SHOPPING CENTRE","670445","67634255","markyap@cashewmedicalsurgery.com.sg","na"
"200700000296","9400421","DRS SINGH & PARTNERS, RAFFLES CITY MEDICAL CENTRE","HC","Healthcare Institution","252","NORTH BRIDGE RD","02","16","RAFFLES CITY SHOPPING CENTRE","179103","63388883","sorinder@hotmail.com","na"
"200700000294","PT9704","DYNAMIC WORLD MONTESSORI PTE LTD","KN","Kindergarten","292","EAST COAST ROAD","na","na","na","428951","92981820","gansek@hotmail.com","na"
"200700000292","9400251","CHONG & LIM FAMILY CLINIC","HC","Healthcare Institution","103","GANGSA ROAD","01","39","na","670103","67626881","cnlfc@singnet.com.sg","na"
"200700000293","9400965","LILY AW PASIR RIS FAMILY CLINIC & SURGERY","HC","Healthcare Institution","446","PASIR RIS DR 6","01","116","na","510446","65822122","lilyaw@gmail.com","na"
"200700000291","9401176","NEW TOWN CLINIC PTE LTD","HC","Healthcare Institution","59","NEW UPPER CHANGI ROAD","01","1224","na","461059","64431784","ntcpl2006@gmail.com","na"
"200700000290","9400589","GOH CLINIC & SURGERY","HC","Healthcare Institution","684","HOUGANG AVENUE 8","01","985","na","530684","63863836","jondavid512@pacific.net.sg","na"
"200700000289","12C0159","MISSION (BUKIT BATOK) MEDICAL CLINIC","HC","Healthcare Institution","395A","BUKIT BATOK WEST AVE 5","03","02","na","651395","65150760","aimsmmc@singnet.com.sg","na"
"200700000287","11C0094","DR SOH FAMILY CLINIC","HC","Healthcare Institution","966","JURONG WEST STREET 93","01","221","na","640966","67917735","sohct2000@yahoo.com","na"
"200700000284","9403523","FIRST CARE FAMILY CLINIC & SURGERY","HC","Healthcare Institution","253","JURONG EAST ST 24","01","257","na","600253","64252350","cylow8@gmail.com","na"
